Date,MSFT,F,BAC
2/3/2012,30.24,12.79,7.84
2/6/2012,30.200001,12.96,7.97
2/7/2012,30.35,12.88,7.85
2/8/2012,30.66,12.84,8.13
2/9/2012,30.77,12.69,8.18
2/10/2012,30.5,12.44,8.07
2/13/2012,30.58,12.54,8.25
2/14/2012,30.25,12.48,7.98
2/15/2012,30.049999,12.38,7.78
2/16/2012,31.290001,12.74,8.09
2/17/2012,31.25,12.75,8.02
2/21/2012,31.440001,12.53,8.11
2/22/2012,31.27,12.28,7.95
2/23/2012,31.370001,12.4,8.02
2/24/2012,31.48,12.23,7.88
2/27/2012,31.35,12.3,8.04
2/28/2012,31.870001,12.25,8.12
2/29/2012,31.74,12.38,7.97
3/1/2012,32.290001,12.66,8.12
3/2/2012,32.080002,12.72,8.13
3/5/2012,31.799999,12.46,7.97
3/6/2012,31.559999,12.09,7.71
3/7/2012,31.84,12.24,8.02
3/8/2012,32.009998,12.46,8.06
3/9/2012,31.99,12.58,8.05
3/12/2012,32.040001,12.43,7.99
3/13/2012,32.669998,12.7,8.49
3/14/2012,32.77,12.88,8.84
3/15/2012,32.849998,12.9,9.24
3/16/2012,32.599998,12.51,9.8
3/19/2012,32.200001,12.63,9.53
3/20/2012,31.99,12.54,9.81
3/21/2012,31.91,12.57,9.82
3/22/2012,32,12.32,9.6
3/23/2012,32.009998,12.32,9.85
3/26/2012,32.59,12.48,9.93
3/27/2012,32.52,12.32,9.6
3/28/2012,32.189999,12.32,9.75
3/29/2012,32.119999,12.5,9.53
3/30/2012,32.259998,12.48,9.57
4/2/2012,32.290001,12.62,9.68
4/3/2012,31.940001,12.64,9.49
4/4/2012,31.209999,12.51,9.2
4/5/2012,31.52,12.47,9.23
4/9/2012,31.1,12.22,8.93
4/10/2012,30.469999,11.79,8.54
4/11/2012,30.35,11.91,8.86
4/12/2012,30.98,12.07,9.17
4/13/2012,30.809999,11.92,8.68
4/16/2012,31.08,11.88,8.79
4/17/2012,31.440001,11.91,8.92
4/18/2012,31.139999,11.79,8.92
4/19/2012,31.01,11.66,8.77
4/20/2012,32.419998,11.41,8.36
4/23/2012,32.119999,11.35,8.18
4/24/2012,31.92,11.39,8.21
4/25/2012,32.200001,11.73,8.26
4/26/2012,32.110001,11.87,8.27
4/27/2012,31.98,11.6,8.25
4/30/2012,32.02,11.28,8.11
5/1/2012,32.009998,11.23,8.31
5/2/2012,31.799999,11.1,8.16
5/3/2012,31.76,10.92,8
5/4/2012,30.98,10.67,7.74
5/7/2012,30.65,10.66,7.96
5/8/2012,30.5,10.61,7.79
5/9/2012,30.76,10.69,7.73
5/10/2012,30.74,10.71,7.7
5/11/2012,31.16,10.58,7.55
5/14/2012,30.68,10.32,7.35
5/15/2012,30.209999,10.15,7.3
5/16/2012,29.9,10.16,7.11
5/17/2012,29.719999,10.01,6.98
5/18/2012,29.27,10.01,7.02
5/21/2012,29.75,10.2,6.83
5/22/2012,29.76,10.19,6.98
5/23/2012,29.110001,10.41,7.17
5/24/2012,29.07,10.59,7.14
5/25/2012,29.059999,10.6,7.15
5/29/2012,29.559999,10.84,7.44
5/30/2012,29.34,10.66,7.2
5/31/2012,29.190001,10.56,7.35
6/1/2012,28.450001,10.12,7.02
6/4/2012,28.549999,10.04,6.9
6/5/2012,28.51,10.19,7.1
6/6/2012,29.35,10.57,7.64
6/7/2012,29.23,10.55,7.42
6/8/2012,29.65,10.66,7.56
6/11/2012,28.9,10.45,7.28
6/12/2012,29.290001,10.5,7.49
6/13/2012,29.129999,10.3,7.5
6/14/2012,29.34,10.41,7.66
6/15/2012,30.02,10.35,7.9
6/18/2012,29.84,10.34,7.76
6/19/2012,30.700001,10.56,8.11
6/20/2012,30.93,10.65,8.14
6/21/2012,30.139999,10.27,7.82
6/22/2012,30.700001,10.19,7.94
6/25/2012,29.870001,10.01,7.6
6/26/2012,30.02,10.01,7.62
6/27/2012,30.17,10.02,7.77
6/28/2012,29.91,10.09,7.74
6/29/2012,30.59,9.59,8.18
7/2/2012,30.559999,9.39,8.05
7/3/2012,30.76,9.6,8.06
7/5/2012,30.700001,9.57,7.82
7/6/2012,30.190001,9.5,7.66
7/9/2012,30,9.45,7.56
7/10/2012,29.74,9.35,7.48
7/11/2012,29.299999,9.33,7.63
7/12/2012,28.629999,9.13,7.48
7/13/2012,29.389999,9.27,7.82
7/16/2012,29.440001,9.26,7.81
7/17/2012,29.66,9.34,7.92
7/18/2012,30.450001,9.38,7.53
7/19/2012,30.67,9.35,7.26
7/20/2012,30.120001,9.21,7.07
7/23/2012,29.280001,9.17,7.09
7/24/2012,29.15,9.06,7.04
7/25/2012,28.83,8.97,7.07
7/26/2012,29.16,8.96,7.17
7/27/2012,29.76,9,7.31
7/30/2012,29.639999,9.1,7.28
7/31/2012,29.469999,9.24,7.34
8/1/2012,29.41,9.04,7.22
8/2/2012,29.190001,8.92,7.18
8/3/2012,29.75,9.09,7.43
8/6/2012,29.950001,9.15,7.64
8/7/2012,30.26,9.31,7.67
8/8/2012,30.33,9.35,7.67
8/9/2012,30.5,9.34,7.72
8/10/2012,30.42,9.35,7.74
8/13/2012,30.389999,9.4,7.72
8/14/2012,30.129999,9.44,7.78
8/15/2012,30.200001,9.49,7.87
8/16/2012,30.780001,9.59,7.93
8/17/2012,30.9,9.63,8
8/20/2012,30.74,9.63,8.15
8/21/2012,30.799999,9.53,8.19
8/22/2012,30.540001,9.49,8.22
8/23/2012,30.26,9.45,8.15
8/24/2012,30.559999,9.49,8.16
8/27/2012,30.690001,9.39,8.07
8/28/2012,30.629999,9.34,7.96
8/29/2012,30.65,9.32,8
8/30/2012,30.32,9.31,7.91
8/31/2012,30.82,9.34,7.99
9/4/2012,30.389999,9.41,8
9/5/2012,30.389999,9.57,7.95
9/6/2012,31.35,9.92,8.35
9/7/2012,30.950001,10.14,8.8
9/10/2012,30.719999,10.11,8.58
9/11/2012,30.790001,10.15,9.03
9/12/2012,30.780001,10.21,8.97
9/13/2012,30.940001,10.34,9.4
9/14/2012,31.209999,10.53,9.55
9/17/2012,31.209999,10.39,9.3
9/18/2012,31.18,10.42,9.23
9/19/2012,31.049999,10.59,9.29
9/20/2012,31.450001,10.44,9.19
9/21/2012,31.190001,10.4,9.11
9/24/2012,30.780001,10.32,9.1
9/25/2012,30.389999,10.09,8.93
9/26/2012,30.17,10.01,8.82
9/27/2012,30.16,10.02,8.97
9/28/2012,29.76,9.86,8.83
10/1/2012,29.49,9.93,8.96
10/2/2012,29.66,9.79,8.93
10/3/2012,29.860001,9.94,9.11
10/4/2012,30.030001,10.11,9.41
10/5/2012,29.85,10.16,9.32
10/8/2012,29.780001,10.05,9.28
10/9/2012,29.280001,10.1,9.21
10/10/2012,28.98,9.98,9.21
10/11/2012,28.950001,10.14,9.34
10/12/2012,29.200001,10.12,9.12
10/15/2012,29.51,10.22,9.44
10/16/2012,29.49,10.3,9.46
10/17/2012,29.59,10.41,9.44
10/18/2012,29.5,10.43,9.47
10/19/2012,28.639999,10.18,9.44
10/22/2012,28,10.17,9.55
10/23/2012,28.049999,10,9.36
10/24/2012,27.9,10.17,9.31
10/25/2012,27.879999,10.39,9.24
10/26/2012,28.209999,10.36,9.12
10/31/2012,28.540001,11.16,9.32
11/1/2012,29.52,11.25,9.74
11/2/2012,29.5,11.17,9.85
11/5/2012,29.629999,11.25,9.75
11/6/2012,29.860001,11.42,9.94
11/7/2012,29.08,11.06,9.23
11/8/2012,28.809999,10.9,9.39
11/9/2012,28.83,10.93,9.43
11/12/2012,28.219999,10.97,9.39
11/13/2012,27.09,11,9.33
11/14/2012,26.84,10.67,8.99
11/15/2012,26.66,10.57,9.09
11/16/2012,26.52,10.5,9.12
11/19/2012,26.73,10.83,9.49
11/20/2012,26.709999,10.85,9.63
11/21/2012,26.950001,10.92,9.77
11/23/2012,27.700001,11.1,9.9
11/26/2012,27.389999,11.11,9.84
11/27/2012,27.08,11.1,9.66
11/28/2012,27.360001,11.25,9.76
11/29/2012,26.950001,11.53,9.83
11/30/2012,26.620001,11.45,9.86
12/3/2012,26.43,11.41,9.8
12/4/2012,26.370001,11.31,9.91
12/5/2012,26.67,11.31,10.46
12/6/2012,26.73,11.24,10.46
12/7/2012,26.459999,11.48,10.64
12/10/2012,26.940001,11.47,10.57
12/11/2012,27.32,11.49,10.51
12/12/2012,27.24,11.47,10.61
12/13/2012,27.110001,11.27,10.54
12/14/2012,26.809999,11.1,10.58
12/17/2012,27.1,11.39,11
12/18/2012,27.559999,11.67,11.36
12/19/2012,27.309999,11.73,11.19
12/20/2012,27.68,11.77,11.52
12/21/2012,27.450001,11.86,11.29
12/24/2012,27.059999,12.4,11.25
12/26/2012,26.860001,12.79,11.54
12/27/2012,26.959999,12.76,11.47
12/28/2012,26.549999,12.87,11.36
12/31/2012,26.709999,12.95,11.61
1/2/2013,27.620001,13.2,12.03
1/3/2013,27.25,13.46,11.96
1/4/2013,26.74,13.57,12.11
1/7/2013,26.690001,13.43,12.09
1/8/2013,26.549999,13.35,11.98
1/9/2013,26.700001,13.47,11.43
1/10/2013,26.459999,13.83,11.78
1/11/2013,26.83,14,11.63
1/14/2013,26.889999,13.99,11.47
1/15/2013,27.209999,14.3,11.55
1/16/2013,27.040001,14.22,11.78
1/17/2013,27.25,14.22,11.28
1/18/2013,27.25,14.11,11.14
1/22/2013,27.15,14.17,11.35
1/23/2013,27.610001,13.88,11.42
1/24/2013,27.629999,13.87,11.53
1/25/2013,27.879999,13.68,11.62
1/28/2013,27.91,13.78,11.48
1/29/2013,28.01,13.14,11.49
1/30/2013,27.85,12.93,11.38
1/31/2013,27.450001,12.95,11.32
2/1/2013,27.93,13.02,11.71
2/4/2013,27.440001,12.88,11.48
2/5/2013,27.5,13.18,11.88
2/6/2013,27.34,13.2,11.93
2/7/2013,27.280001,13.07,11.84
2/8/2013,27.549999,13.1,11.76
2/11/2013,27.860001,13.11,11.86
2/12/2013,27.879999,13.08,12.25
2/13/2013,28.030001,13.04,12.17
2/14/2013,28.040001,13.11,12.13
2/15/2013,28.01,13.02,12.03
2/19/2013,28.049999,12.99,12.19
2/20/2013,27.870001,12.6,11.8
2/21/2013,27.49,12.39,11.42
2/22/2013,27.76,12.48,11.44
2/25/2013,27.370001,12.13,11.03
2/26/2013,27.370001,12.34,11.13
2/27/2013,27.809999,12.76,11.3
2/28/2013,27.799999,12.61,11.23
3/1/2013,27.950001,12.61,11.34
3/4/2013,28.15,12.75,11.41
3/5/2013,28.35,12.87,11.55
3/6/2013,28.09,12.89,11.92
3/7/2013,28.139999,12.83,12.26
3/8/2013,28,12.98,12.07
3/11/2013,27.870001,13.34,12.15
3/12/2013,27.91,13.39,12.01
3/13/2013,27.92,13.4,12.06
3/14/2013,28.139999,13.43,12.11
3/15/2013,28.040001,13.45,12.57
3/18/2013,28.1,13.26,12.56
3/19/2013,28.18,13.16,12.71
3/20/2013,28.32,13.36,12.78
3/21/2013,28.110001,13.26,12.57
3/22/2013,28.25,13.26,12.56
3/25/2013,28.16,13.29,12.4
3/26/2013,28.16,13.31,12.28
3/27/2013,28.370001,13.22,12.23
3/28/2013,28.610001,13.15,12.18
4/1/2013,28.610001,12.9,12.15
4/2/2013,28.799999,13.01,12.15
4/3/2013,28.559999,12.68,11.81
4/4/2013,28.6,12.65,11.94
4/5/2013,28.700001,12.44,11.97
4/8/2013,28.59,12.78,12.21
4/9/2013,29.610001,12.8,12.25
4/10/2013,30.280001,13.12,12.32
4/11/2013,28.940001,13.55,12.27
4/12/2013,28.790001,13.53,12.17
4/15/2013,28.690001,12.95,11.98
4/16/2013,28.969999,13.12,12.28
4/17/2013,28.83,12.93,11.7
4/18/2013,28.790001,12.75,11.44
4/19/2013,29.77,12.93,11.66
4/22/2013,30.83,13.06,11.72
4/23/2013,30.6,13.36,12.07
4/24/2013,31.76,13.33,12.31
4/25/2013,31.940001,13.47,12.44
4/26/2013,31.790001,13.67,12.42
4/29/2013,32.610001,13.66,12.38
4/30/2013,33.099998,13.71,12.31
5/1/2013,32.720001,13.38,12.14
5/2/2013,33.16,13.41,12.19
5/3/2013,33.490002,13.83,12.24
5/6/2013,33.75,14.09,12.88
5/7/2013,33.310001,14.19,12.9
5/8/2013,32.990002,14.21,13.02
5/9/2013,32.66,14.2,12.91
5/10/2013,32.689999,14.11,13.02
5/13/2013,33.029999,14.01,12.98
5/14/2013,33.529999,14.27,13.34
5/15/2013,33.849998,14.67,13.44
5/16/2013,34.080002,14.64,13.36
5/17/2013,34.869999,15.08,13.43
5/20/2013,35.080002,15.05,13.51
5/21/2013,34.849998,14.95,13.44
5/22/2013,34.610001,14.97,13.31
5/23/2013,34.150002,14.81,13.21
5/24/2013,34.27,14.79,13.24
5/28/2013,35.02,15.28,13.35
5/29/2013,34.880001,15.63,13.48
5/30/2013,35.029999,15.9,13.83
5/31/2013,34.900002,15.68,13.66
6/3/2013,35.59,15.89,13.55
6/4/2013,34.990002,15.78,13.36
6/5/2013,34.779999,15.25,13.09
6/6/2013,34.959999,15.44,13.2
6/7/2013,35.669998,15.73,13.38
6/10/2013,35.470001,15.71,13.3
6/11/2013,34.84,15.51,13.12
6/12/2013,35,15.37,13.06
6/13/2013,34.720001,15.58,13.21
6/14/2013,34.400002,15.37,13.07
6/17/2013,35,15.55,13.21
6/18/2013,34.98,15.65,13.27
6/19/2013,34.59,15.32,13.19
6/20/2013,33.490002,14.82,12.89
6/21/2013,33.27,15,12.69
6/24/2013,33.720001,14.67,12.3
6/25/2013,33.669998,14.97,12.67
6/26/2013,34.349998,15.29,12.76
6/27/2013,34.619999,15.65,13.01
6/28/2013,34.540001,15.47,12.86
7/1/2013,34.360001,15.74,12.93
7/2/2013,33.939999,16.18,12.9
7/3/2013,34.009998,16.43,12.83
7/5/2013,34.209999,16.700001,13.06
7/8/2013,34.330002,16.809999,13.28
7/9/2013,34.349998,16.84,13.53
7/10/2013,34.700001,16.719999,13.37
7/11/2013,35.689999,16.98,13.51
7/12/2013,35.669998,17.110001,13.78
7/15/2013,36.169998,17.120001,13.88
7/16/2013,36.27,16.6,13.92
7/17/2013,35.740002,16.780001,14.31
7/18/2013,35.439999,16.93,14.76
7/19/2013,31.4,16.76,14.75
7/22/2013,32.009998,17.040001,14.92
7/23/2013,31.82,16.940001,14.94
7/24/2013,31.959999,17.370001,14.71
7/25/2013,31.389999,16.959999,14.83
7/26/2013,31.620001,17.02,14.73
7/29/2013,31.540001,17.08,14.52
7/30/2013,31.85,17.08,14.52
7/31/2013,31.84,16.879999,14.6
8/1/2013,31.67,17.190001,14.95
8/2/2013,31.889999,17.5,14.84
8/5/2013,31.700001,17.190001,14.8
8/6/2013,31.58,17.030001,14.64
8/7/2013,32.060001,16.77,14.53
8/8/2013,32.889999,16.98,14.61
8/9/2013,32.700001,17.02,14.45
8/12/2013,32.869999,17.07,14.41
8/13/2013,32.23,17.059999,14.51
8/14/2013,32.349998,16.889999,14.6
8/15/2013,31.790001,16.43,14.32
8/16/2013,31.799999,16.299999,14.42
8/19/2013,31.389999,16.120001,14.15
8/20/2013,31.620001,16.309999,14.29
8/21/2013,31.610001,16.25,14.34
8/22/2013,32.389999,16.41,14.57
8/23/2013,34.75,16.450001,14.57
8/26/2013,34.150002,16.41,14.49
8/27/2013,33.259998,15.88,14.11
8/28/2013,33.02,16.02,14.12
8/29/2013,33.549999,16.5,14.17
8/30/2013,33.400002,16.190001,14.12
9/3/2013,31.879999,16.34,14.25
9/4/2013,31.200001,16.91,14.32
9/5/2013,31.23,17.299999,14.37
9/6/2013,31.15,17,14.36
9/9/2013,31.66,17.309999,14.48
9/10/2013,32.389999,17.549999,14.61
9/11/2013,32.740002,17.540001,14.65
9/12/2013,32.689999,17.389999,14.48
9/13/2013,33.029999,17.35,14.49
9/16/2013,32.799999,17.35,14.53
9/17/2013,32.93,17.440001,14.55
9/18/2013,33.32,17.629999,14.71
9/19/2013,33.639999,17.66,14.61
9/20/2013,32.790001,17.389999,14.44
9/23/2013,32.740002,17.200001,14.14
9/24/2013,32.450001,17.26,14.09
9/25/2013,32.509998,17.190001,14.14
9/26/2013,32.77,17.27,14.08
9/27/2013,33.27,17.049999,13.9
9/30/2013,33.279999,16.870001,13.8
10/1/2013,33.580002,17.190001,13.9
10/2/2013,33.919998,17.209999,14.06
10/3/2013,33.860001,16.950001,14
10/4/2013,33.880001,17.09,14.05
10/7/2013,33.299999,16.809999,13.81
10/8/2013,33.009998,16.5,13.69
10/9/2013,33.07,16.620001,13.84
10/10/2013,33.759998,16.93,14.23
10/11/2013,34.130001,17.110001,14.19
10/14/2013,34.450001,17.18,14.35
10/15/2013,34.490002,16.969999,14.24
10/16/2013,34.639999,17.290001,14.56
10/17/2013,34.919998,17.459999,14.66
10/18/2013,34.959999,17.530001,14.63
10/21/2013,34.990002,17.5,14.52
10/22/2013,34.580002,17.6,14.52
10/23/2013,33.759998,17.52,14.21
10/24/2013,33.720001,17.76,14.17
10/25/2013,35.73,17.6,14.26
10/28/2013,35.57,17.57,14.23
10/29/2013,35.52,17.610001,14.15
10/30/2013,35.540001,17.34,14.17
10/31/2013,35.41,17.110001,13.97
11/1/2013,35.529999,16.889999,14.02
11/4/2013,35.939999,17,14.04
11/5/2013,36.639999,17.09,13.93
11/6/2013,38.18,16.91,13.96
11/7/2013,37.5,16.549999,13.8
11/8/2013,37.779999,16.85,14.32
11/11/2013,37.59,16.889999,14.4
11/12/2013,37.360001,16.719999,14.32
11/13/2013,38.16,17.1,14.64
11/14/2013,38.02,17.09,14.8
11/15/2013,37.84,17.07,14.92
11/18/2013,37.200001,16.98,14.92
11/19/2013,36.740002,16.870001,15.2
11/20/2013,37.080002,16.92,15.14
11/21/2013,37.400002,17.09,15.59
11/22/2013,37.57,17.01,15.64
11/25/2013,37.639999,16.940001,15.81
11/26/2013,37.349998,16.870001,15.88
11/27/2013,37.599998,17.030001,15.83
11/29/2013,38.130001,17.08,15.82
12/2/2013,38.450001,17.059999,15.73
12/3/2013,38.310001,16.559999,15.54
12/4/2013,38.939999,16.620001,15.63
12/5/2013,38,16.74,15.43
12/6/2013,38.360001,16.700001,15.56
12/9/2013,38.709999,16.559999,15.58
12/10/2013,38.110001,16.530001,15.56
12/11/2013,37.610001,16.41,15.25
12/12/2013,37.220001,16.389999,15.25
12/13/2013,36.689999,16.59,15.18
12/16/2013,36.889999,16.860001,15.24
12/17/2013,36.52,16.700001,15.18
12/18/2013,36.580002,15.65,15.69
12/19/2013,36.25,15.3,15.75
12/20/2013,36.799999,15.42,15.6
12/23/2013,36.619999,15.15,15.69
12/24/2013,37.080002,15.19,15.7
12/26/2013,37.439999,15.33,15.65
12/27/2013,37.290001,15.3,15.67
12/30/2013,37.290001,15.28,15.54
12/31/2013,37.41,15.43,15.57
1/2/2014,37.16,15.44,16.1
1/3/2014,36.91,15.51,16.41
1/6/2014,36.130001,15.58,16.66
1/7/2014,36.41,15.38,16.5
1/8/2014,35.759998,15.54,16.58
1/9/2014,35.529999,15.84,16.83
1/10/2014,36.040001,16.07,16.77
1/13/2014,34.98,16.110001,16.43
1/14/2014,35.779999,16.4,16.77
1/15/2014,36.759998,16.700001,17.15
1/16/2014,36.889999,16.73,17.08
1/17/2014,36.380001,16.52,17.01
1/21/2014,36.169998,16.41,17.01
1/22/2014,35.93,16.549999,17.15
1/23/2014,36.060001,16.43,16.860001
1/24/2014,36.810001,15.83,16.450001
1/27/2014,36.029999,15.71,16.309999
1/28/2014,36.27,15.72,16.73
1/29/2014,36.66,15.26,16.68
1/30/2014,36.860001,15.25,16.93
1/31/2014,37.84,14.96,16.75
2/3/2014,36.48,14.55,16.35
2/4/2014,36.349998,14.87,16.35
2/5/2014,35.82,14.73,16.4
2/6/2014,36.18,14.85,16.690001
2/7/2014,36.560001,14.97,16.82
2/10/2014,36.799999,14.84,16.719999
2/11/2014,37.169998,14.96,16.879999
2/12/2014,37.470001,15,16.75
2/13/2014,37.610001,15.08,16.75
2/14/2014,37.619999,15.24,16.700001
2/18/2014,37.419998,15.39,16.469999
2/19/2014,37.509998,15.25,16.200001
2/20/2014,37.75,15.27,16.299999
2/21/2014,37.98,15.16,16.290001
2/24/2014,37.689999,15.18,16.530001
2/25/2014,37.540001,15.15,16.34
2/26/2014,37.470001,15.26,16.33
2/27/2014,37.860001,15.39,16.49
2/28/2014,38.310001,15.39,16.530001
3/3/2014,37.779999,15.2,16.299999
3/4/2014,38.41,15.37,16.73
3/5/2014,38.110001,15.63,17.25
3/6/2014,38.150002,15.67,17.35
3/7/2014,37.900002,15.62,17.33
3/10/2014,37.82,15.51,17.469999
3/11/2014,38.02,15.3,17.27
3/12/2014,38.27,15.4,17.280001
3/13/2014,37.889999,15.18,17.16
3/14/2014,37.700001,15.08,16.799999
3/17/2014,38.049999,15.28,17.110001
3/18/2014,39.549999,15.49,17.190001
3/19/2014,39.27,15.48,17.440001
3/20/2014,40.330002,15.55,17.92
3/21/2014,40.16,15.47,17.559999
3/24/2014,40.5,15.39,17.370001
3/25/2014,40.34,15.33,17.209999
3/26/2014,39.790001,15.25,17.18
3/27/2014,39.360001,15.25,17.01
3/28/2014,40.299999,15.45,16.98
3/31/2014,40.990002,15.6,17.200001
4/1/2014,41.419998,16.32,17.34
4/2/2014,41.349998,16.459999,17.23
4/3/2014,41.009998,16.389999,17.15
4/4/2014,39.869999,16.129999,16.719999
4/7/2014,39.799999,15.94,16.379999
4/8/2014,39.82,16.1,16.440001
4/9/2014,40.470001,15.84,16.620001
4/10/2014,39.360001,15.63,16.120001
4/11/2014,39.209999,15.63,15.77
4/14/2014,39.18,15.7,16
4/15/2014,39.75,15.84,16.389999
4/16/2014,40.400002,16.07,16.129999
4/17/2014,40.009998,16,16.15
4/21/2014,39.939999,15.98,16.09
4/22/2014,39.990002,16.1,16.290001
4/23/2014,39.689999,16.23,16.370001
4/24/2014,39.860001,16.32,16.34
4/25/2014,39.91,15.78,15.95
4/28/2014,40.869999,15.97,14.95
4/29/2014,40.509998,16.120001,15.24
4/30/2014,40.400002,16.15,15.14
5/1/2014,40,15.91,15.09
5/2/2014,39.689999,15.9,15.25
5/5/2014,39.43,15.74,15.08
5/6/2014,39.060001,15.56,14.73
5/7/2014,39.419998,15.46,14.8
5/8/2014,39.639999,15.81,14.93
5/9/2014,39.540001,15.77,14.74
5/12/2014,39.970001,15.84,15.07
5/13/2014,40.419998,15.86,15.03
5/14/2014,40.240002,15.75,14.84
5/15/2014,39.599998,15.69,14.55
5/16/2014,39.830002,15.76,14.51
5/19/2014,39.75,15.92,14.67
5/20/2014,39.68,15.77,14.53
5/21/2014,40.349998,15.91,14.61
5/22/2014,40.099998,15.91,14.71
5/23/2014,40.119999,16.02,14.72
5/27/2014,40.189999,16.16,15.22
5/28/2014,40.009998,16.309999,15.14
5/29/2014,40.34,16.540001,15.15
5/30/2014,40.939999,16.440001,15.14
6/2/2014,40.790001,16.440001,15.26
6/3/2014,40.290001,16.549999,15.21
6/4/2014,40.32,16.790001,15.21
6/5/2014,41.209999,16.68,15.43
6/6/2014,41.48,17.08,15.59
6/9/2014,41.27,17,15.84
6/10/2014,41.110001,17.01,15.92
6/11/2014,40.860001,16.9,15.59
6/12/2014,40.580002,16.52,15.42
6/13/2014,41.23,16.559999,15.44
6/16/2014,41.5,16.629999,15.28
6/17/2014,41.68,16.790001,15.59
6/18/2014,41.650002,16.83,15.65
6/19/2014,41.509998,16.780001,15.55
6/20/2014,41.68,16.67,15.45
6/23/2014,41.990002,16.879999,15.64
6/24/2014,41.75,16.969999,15.49
6/25/2014,42.029999,17.200001,15.47
6/26/2014,41.720001,17.200001,15.41
6/27/2014,42.25,17.280001,15.33
6/30/2014,41.700001,17.24,15.37
7/1/2014,41.869999,17.209999,15.6
7/2/2014,41.900002,17.219999,15.85
7/3/2014,41.799999,17.32,16.030001
7/7/2014,41.990002,17.32,15.94
7/8/2014,41.779999,17.110001,15.58
7/9/2014,41.669998,17.43,15.6
7/10/2014,41.689999,17.299999,15.44
7/11/2014,42.09,17.469999,15.38
7/14/2014,42.139999,17.549999,15.57
7/15/2014,42.450001,17.540001,15.81
7/16/2014,44.080002,17.799999,15.51
7/17/2014,44.529999,17.74,15.2
7/18/2014,44.689999,17.719999,15.49
7/21/2014,44.84,17.700001,15.52
7/22/2014,44.830002,17.82,15.52
7/23/2014,44.869999,17.780001,15.52
7/24/2014,44.400002,17.84,15.62
7/25/2014,44.5,17.620001,15.59
7/28/2014,43.970001,17.639999,15.5
7/29/2014,43.889999,17.57,15.34
7/30/2014,43.580002,17.459999,15.58
7/31/2014,43.16,17.02,15.25
8/1/2014,42.860001,16.809999,14.98
8/4/2014,43.369999,17.02,15.05
8/5/2014,43.080002,16.870001,15
8/6/2014,42.740002,16.98,15.2
8/7/2014,43.23,16.82,15.12
8/8/2014,43.200001,17.09,15.2
